"activity" "subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-correlation()-X,Z" "tBodyAcc-correlation()-Y,Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-correlation()-X,Z" "tGravityAcc-correlation()-Y,Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-correlation()-X,Z" "tBodyAccJerk-correlation()-Y,Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-correlation()-X,Z" "tBodyGyro-correlation()-Y,Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-correlation()-X,Z" "tBodyGyroJerk-correlation()-Y,Z" "tBodyAccMag-arCoeff()3" "tBodyAccMag-arCoeff()4" "tGravityAccMag-arCoeff()3" "tGravityAccMag-arCoeff()4" "tBodyAccJerkMag-arCoeff()3" "tBodyAccJerkMag-arCoeff()4" "tBodyGyroMag-arCoeff()3" "tBodyGyroMag-arCoeff()4" "tBodyGyroJerkMag-arCoeff()3" "tBodyGyroJerkMag-arCoeff()4" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-bandsEnergy()-1,24" "fBodyAcc-bandsEnergy()-25,48" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-bandsEnergy()-1,24" "fBodyAccJerk-bandsEnergy()-25,48" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-bandsEnergy()-1,24" "fBodyGyro-bandsEnergy()-25,48" "fBodyAccMag-skewness()" "fBodyAccMag-kurtosis()" "fBodyBodyAccJerkMag-skewness()" "fBodyBodyAccJerkMag-kurtosis()" "fBodyBodyGyroMag-skewness()" "fBodyBodyGyroMag-kurtosis()" "angle(Y,gravityMean)" "angle(Z,gravityMean)"
"81" "sitting" 1 0.25486723 0.0038147234 -0.12365809 -0.27515786 -0.07996828 0.28047032 0.9463639 -0.2642781 -0.025575066 -0.96281006 0.32026698 0.2522418 0.20160447 0.41708229 0.13907817 -0.17769459 -0.2798387 0.4701351 0.21120057 -0.27290542 0.10198601 -0.44543781 0.16103272 0.16578968 -0.1632255 -0.0055604084 -0.23155479 -0.2642317 -0.054343056 0.030619589 0.10374669 0.17125867 0.10374669 0.17125867 -0.40602095 0.42414852 0.016162243 0.08457054 0.10137632 -0.40376449 -0.23040737 0.025426852 -0.37731132 -0.29352234 -0.74053468 -0.94386743 -0.19265346 -0.10961071 -0.52564781 -0.23589453 -0.86943206 -0.94433942 -0.31708155 -0.2081588 -0.18579836 -0.48630588 -0.80029474 -0.85018212 -0.63087452 -0.86823403 -0.36595988 -0.71017498 -0.18909311 -0.50095334 0.2644517 0.039416823
"82" "sitting" 1 0.34337048 -0.014446221 -0.16737697 -0.22992354 -0.15839397 0.44654047 0.95244515 -0.25983791 -0.026131065 -0.98110011 0.25581449 -0.13380985 0.33608453 -0.46414358 -0.0050257445 -0.12048623 -0.26931739 0.51022077 0.096081738 -0.16339425 0.025859464 -0.36040537 0.1973951 0.09117504 -0.054628854 0.34028929 -0.26967159 -0.10205315 -0.085322666 -0.0054474726 0.20284669 0.050840181 0.20284669 0.050840181 -0.085390229 -0.0038249083 0.032214568 -0.091901304 -0.064581037 -0.41838044 -0.15132288 0.1952672 -0.32123865 -0.26312557 -0.68818546 -0.92497238 -0.18341895 -0.025971976 -0.48742267 -0.13227926 -0.83101096 -0.92499212 -0.16221058 0.026553035 -0.18046872 -0.4234905 -0.75183209 -0.84320021 -0.6227289 -0.89663944 0.081417901 -0.17220854 -0.24519852 -0.47064133 0.26085042 0.03973498
"83" "sitting" 1 0.27623973 -0.029638413 -0.14261631 -0.22657692 -0.1841479 0.50365976 0.94712514 -0.25710034 -0.028422611 -0.97692745 -0.057588718 0.6452164 -0.23562339 -0.11177723 0.1726546 -0.19243345 -0.15444807 0.58459345 0.0087423875 0.011660578 0.0041745148 -0.37755748 0.20321184 0.094166194 -0.075668238 0.17146688 0.13645072 -0.12906742 -0.078473636 -0.02741318 0.040023216 0.11557629 0.040023216 0.11557629 0.017773123 -0.13427862 0.27847518 -0.36931403 -0.055353921 -0.35878767 -0.22580363 0.11028848 -0.20488317 -0.22680227 -0.6121815 -0.91688543 -0.28524022 -0.011101847 -0.42589499 -0.16922718 -0.78194216 -0.91984668 -0.23710582 0.047211246 -0.2579581 -0.4223431 -0.76767068 -0.91082565 -0.5363202 -0.82382515 -0.27784578 -0.64858756 -0.40303837 -0.66919341 0.25962894 0.041412489
"84" "sitting" 1 0.25546822 0.021219063 -0.048949431 -0.22453699 -0.049054 0.4657378 0.94574875 -0.25477781 -0.026521446 -0.98531496 0.023355027 0.38239037 0.11592991 0.23466731 0.36150518 -0.24577701 -0.053069215 0.56827526 -0.0425566 0.097617796 0.084655454 -0.51085478 0.1320472 0.11645794 -0.33244254 -0.40624756 0.23877062 -0.287501 -0.064472054 -0.017853968 -0.014124158 0.16675276 -0.014124158 0.16675276 0.065191466 0.031142505 0.39125135 -0.32614624 0.051298122 -0.34563862 -0.29042868 0.057822283 -0.24835735 -0.19997071 -0.61046027 -0.88406578 -0.29804684 -0.051726769 -0.43348651 -0.25753842 -0.80152529 -0.90007598 -0.34753471 -0.035159614 -0.33384574 -0.56299575 -0.80689232 -0.94357468 -0.46857076 -0.79506852 -0.40736727 -0.79576947 0.1070016 -0.12734065 0.25825832 0.040128173
"85" "sitting" 1 0.32113983 0.0015817951 -0.043553705 -0.23395567 0.025252142 0.33436609 0.95021213 -0.24482976 -0.023627905 -0.98994516 0.11670559 0.50955028 0.30483318 -0.094993043 -0.36239501 -0.10173292 -0.087217493 0.35071483 -0.037246509 -0.097676458 0.13248328 -0.50430997 0.068513315 0.10123005 -0.25613684 -0.19043807 -0.010926571 -0.24189501 -0.12714582 -0.08266762 -0.089276388 0.26064287 -0.089276388 0.26064287 -0.46660568 0.47554588 0.29880425 -0.2346637 0.0039767529 -0.39418103 -0.16356217 -0.041627698 -0.25329234 -0.26347693 -0.65210759 -0.89006582 -0.16775317 -0.1498672 -0.45649574 -0.11202062 -0.82091763 -0.91306045 -0.39590549 -0.14616569 -0.27622589 -0.53891142 -0.77985352 -0.8827939 -0.59951136 -0.85897786 -0.38170291 -0.73989706 -0.17014215 -0.5072713 0.2512184 0.038105042
"86" "sitting" 1 0.2346659 -0.049547719 -0.11175723 -0.24708664 -0.069698133 0.25961637 0.94913033 -0.23690505 -0.022201127 -0.98032152 0.17170386 0.35121356 -0.2091684 0.17500548 -0.42042207 -0.015193506 -0.26339618 0.30114889 -0.016108606 -0.2247527 0.14882964 -0.47230941 -0.030988393 0.089979894 0.064369619 -0.068501754 -0.20808194 -0.20694617 -0.27753376 -0.092907753 0.030142291 0.16614566 0.030142291 0.16614566 -0.48570087 0.44411178 0.320186 -0.32760502 0.097796642 -0.44799229 -0.18777314 -0.0046568174 -0.2686715 -0.27172376 -0.69184145 -0.88647165 -0.17170095 -0.12720584 -0.4353911 0.051579153 -0.82413482 -0.91165823 -0.32008271 -0.10693741 -0.22430549 -0.52062201 -0.7680928 -0.83486113 -0.65761908 -0.89540083 -0.18895719 -0.62288681 -0.30315933 -0.63812067 0.24608543 0.037162294
"87" "sitting" 1 0.31263404 -0.026367749 -0.13095121 -0.3530986 -0.033051808 0.34722497 0.94691727 -0.26205559 -0.020235796 -0.9850642 0.72725057 0.64532281 -0.094394668 0.013017354 -0.30579489 -0.30650885 -0.20707937 0.6667628 -0.23928593 0.078229978 0.043137262 -0.46501506 0.082040898 0.04536196 0.034467284 -0.34622965 0.19077019 -0.28902666 -0.23487023 -0.1435431 0.031041608 0.043228105 0.031041608 0.043228105 -0.20179033 0.14501513 0.038606806 -0.080189392 -0.35397063 -0.1760246 -0.2749068 -0.062349562 -0.31909457 -0.38657078 -0.60944428 -0.96435592 -0.32488554 -0.15821185 -0.56272771 -0.34905958 -0.87637697 -0.95641798 -0.3276796 -0.25778599 -0.35621853 -0.50858961 -0.84177774 -0.95064905 -0.64231585 -0.88387513 -0.36629719 -0.73687222 -0.34411148 -0.67422888 0.26295137 0.035725938
"88" "sitting" 1 0.2769154 -0.03548621 -0.080569176 -0.26294183 -0.067470749 0.42438569 0.94686993 -0.25580058 -0.035627962 -0.99082894 0.033600534 -0.054385473 -0.17405369 -0.044309143 -0.31650894 -0.20323289 -0.24397665 0.6583105 -0.070738847 -0.11881544 0.14989071 -0.46773904 0.0060150721 0.07965874 0.18603411 -0.33257964 -0.02649704 -0.1997635 -0.17155186 -0.16758924 0.037092793 0.24554462 0.037092793 0.24554462 -0.31469111 0.37703784 0.2255937 -0.20240175 -0.30963927 -0.086614574 -0.23624459 0.10852771 -0.2746545 -0.27364908 -0.69350276 -0.89405722 -0.23747019 -0.039713237 -0.45371719 -0.23775165 -0.8250685 -0.91090016 -0.2931536 -0.18697858 -0.28535159 -0.52341889 -0.81435628 -0.90135793 -0.65105835 -0.90199463 -0.27555733 -0.61106817 -0.023811861 -0.43280927 0.25875981 0.046412684
"89" "sitting" 1 0.20530739 -0.0085082782 -0.11964696 -0.2607049 -0.061249311 0.35800512 0.9454189 -0.25466811 -0.032057504 -0.98898889 -0.86332777 -0.57407602 0.314329 -0.037260786 -0.10858857 -0.17219386 -0.14742476 0.54498724 0.01278096 -0.29505011 0.18375478 -0.51115059 0.04999244 0.017173934 0.045082723 0.2244584 -0.25061744 -0.25293354 -0.14916773 -0.1159476 0.43833737 -0.12174706 0.43833737 -0.12174706 -0.025212214 0.14383048 0.26479634 -0.22588311 -0.24476766 -0.12950869 -0.20511072 -0.042937314 -0.33885732 -0.28372378 -0.70359433 -0.8990256 -0.23343978 -0.16820535 -0.47693821 -0.18124372 -0.84605726 -0.9037748 -0.37832881 -0.2457801 -0.28740226 -0.55327845 -0.79805624 -0.88605931 -0.40324244 -0.72869485 0.055502889 -0.25872091 0.1584166 -0.15493744 0.25819326 0.043972437
"90" "sitting" 1 0.30699599 -0.01378698 -0.18016197 -0.23902985 -0.16140847 0.39640462 0.94193674 -0.25575938 -0.026832917 -0.98783704 0.28932759 -0.045858428 0.46707036 -0.37921519 -0.12680689 -0.10057023 -0.1805707 0.41451251 -0.019691717 -0.16320524 0.099528543 -0.49171175 0.15383069 0.033696891 -0.14267476 0.39578343 -0.21212991 -0.24170042 -0.12716401 0.061640115 0.49525269 -0.29344057 0.49525269 -0.29344057 0.00084557069 0.00029605041 0.064704075 -0.09426529 -0.2828348 -0.11212011 -0.1707477 0.01859811 -0.35554991 -0.2675901 -0.71696906 -0.91652599 -0.17595284 -0.13843892 -0.49953681 -0.10160387 -0.86251842 -0.92112935 -0.39788691 -0.04088927 -0.25003562 -0.52210762 -0.77418318 -0.90195751 -0.61116738 -0.89803025 0.13549805 -0.14899332 0.24805456 0.057317095 0.25932627 0.040396555
"91" "sitting" 1 0.28151325 -0.040800898 -0.13467496 -0.20097415 -0.26045834 0.45253581 0.93746757 -0.25840003 -0.034867064 -0.98403915 0.29780681 0.2566529 -0.23332563 0.026585333 0.34066157 -0.15591105 -0.17582184 0.49795829 -0.049202381 0.088514793 0.019604124 -0.43666047 0.039004516 0.1094449 -0.13278403 -0.037932658 -0.065283761 -0.1709756 -0.18213018 0.032943185 0.2491876 -0.10755216 0.2491876 -0.10755216 -0.10373436 0.058171416 0.16746606 -0.10554807 0.0036046568 -0.33716761 -0.19711314 -0.058279826 -0.25261291 -0.20242093 -0.6968908 -0.91224608 -0.2305614 -0.12439794 -0.45758603 -0.1530197 -0.79971455 -0.92905266 -0.4048987 -0.064843113 -0.275699 -0.45102377 -0.76637403 -0.92904123 -0.52947078 -0.83952509 -0.010170202 -0.33559316 0.27192896 0.075948964 0.2615288 0.04604602
"92" "sitting" 1 0.30388542 0.0027680377 -0.038613087 -0.16865626 -0.10925468 0.43480092 0.93719527 -0.26621211 -0.03442325 -0.98228157 0.43507741 -0.85139972 0.019032962 0.074249122 0.29578635 -0.16651885 -0.19587124 0.58980422 -0.017927118 0.10532781 0.079664131 -0.45932476 0.054399109 0.14930649 -0.087034968 -0.29115427 0.29803128 -0.1951596 -0.097347471 -0.023725921 0.047980922 -0.003927862 0.047980922 -0.003927862 -0.10219763 0.29469695 0.30260878 -0.2326748 0.16066179 -0.25573676 -0.23666293 0.095769616 -0.16416393 -0.14326479 -0.63616073 -0.87675307 -0.24427471 0.013201164 -0.39531278 -0.15971427 -0.76059153 -0.91053815 -0.36094486 -0.028597978 -0.19121952 -0.49125647 -0.78175447 -0.9038056 -0.56641029 -0.8536886 -0.045966571 -0.40287897 0.41258316 0.24768002 0.26672866 0.045691901
"93" "sitting" 1 0.3541929 -0.012560935 -0.058680943 -0.20842457 -0.065622731 0.38981905 0.94782306 -0.265399 -0.030585939 -0.95867188 -0.0040065918 -0.19125602 0.16511669 -0.25047435 -0.26253378 -0.11675796 -0.22508438 0.56066928 -0.011481705 -0.15332276 0.11270213 -0.51392579 0.1453943 0.13987633 -0.093964269 -0.26373019 -0.067837338 -0.27564792 -0.071128029 -0.059428948 -0.077989247 0.18664965 -0.077989247 0.18664965 -0.068215275 0.23682337 0.30891611 -0.22874555 0.14640379 -0.073131678 -0.21376697 0.1882365 -0.22944501 -0.20627066 -0.64924832 -0.89119606 -0.19421195 0.093233503 -0.3808327 -0.11438034 -0.78776252 -0.89110959 -0.38726929 -0.1205568 -0.18758513 -0.55411036 -0.7537774 -0.87006578 -0.62215163 -0.8836976 0.13129767 -0.16648881 -0.042099894 -0.30028653 0.2649955 0.042851381
"94" "sitting" 1 0.22229785 -0.018659683 -0.11718642 -0.22054434 -0.15153879 0.31765612 0.95736507 -0.25851158 -0.030633221 -0.98071351 0.06212095 0.082660132 -0.24161075 0.44647153 -0.09482976 -0.043791913 -0.29746194 0.43757149 0.012997123 -0.22759154 0.14288578 -0.47216816 0.059822092 0.064519882 -0.18520624 -0.13287228 -0.14767475 -0.23434166 -0.27542709 -0.19144857 0.029598921 0.19398987 0.029598921 0.19398987 -0.20610765 0.00093238566 0.38200514 -0.35267852 0.0024538015 -0.36669712 -0.1400821 0.18180734 -0.30269727 -0.25456565 -0.68684273 -0.93665661 -0.13087614 0.033687393 -0.42484368 -0.038082737 -0.80343742 -0.92519275 -0.3659316 -0.15285464 -0.16361966 -0.5063008 -0.74047052 -0.85559721 -0.5353996 -0.83370214 -0.36544082 -0.71492022 -0.2065175 -0.49676828 0.25941575 0.042765051
"95" "sitting" 1 0.21448125 0.0099387454 -0.123073 -0.20551618 -0.18075864 0.25258001 0.95473147 -0.25421267 -0.027618421 -0.97754308 -0.49575252 0.60209713 0.4079873 0.36782479 -0.12301617 0.0069949798 -0.40955089 0.25992302 0.01465161 -0.19063654 0.10359785 -0.41936161 0.011579143 0.061752321 -0.29718539 0.0025980694 -0.1300572 -0.15692958 -0.29974434 -0.13993051 0.080988706 0.12221424 0.080988706 0.12221424 -0.44838502 0.17112148 0.20202746 -0.24754463 -0.15636972 -0.27184553 -0.16044156 0.11766809 -0.29040059 -0.22392465 -0.68268437 -0.94997822 -0.11761896 -0.089855109 -0.438019 0.044038993 -0.77948358 -0.94241406 -0.29259637 -0.10278939 -0.24237744 -0.45985076 -0.77003538 -0.88445702 -0.43809307 -0.74756288 0.10504229 -0.27522768 -0.2559023 -0.54801437 0.25690064 0.040754297
"96" "sitting" 1 0.32731657 -0.022255821 -0.1491439 -0.24864532 -0.17988025 0.33606717 0.94502756 -0.25147834 -0.024245992 -0.97322211 -0.13076162 0.2750457 0.39862391 -0.34500052 -0.16269563 -0.052666233 -0.24084269 0.23688143 -0.045532379 -0.14600639 0.0068022451 -0.42216651 0.068664487 0.03649514 0.014000955 0.40399109 -0.47304526 -0.12239614 -0.19898139 -0.17683209 -0.0045539705 0.22504337 -0.0045539705 0.22504337 -0.40106081 0.15912951 0.10726737 -0.12313561 -0.19257617 -0.24726039 -0.1459075 0.11655763 -0.26081978 -0.29312949 -0.65951408 -0.93507522 -0.16546798 -0.10585412 -0.45222392 -0.021832203 -0.80226255 -0.93145551 -0.2647675 -0.0068208833 -0.17078802 -0.47210504 -0.76537901 -0.83544779 -0.64854001 -0.89761303 -0.28279 -0.6617361 -0.25778238 -0.5250252 0.25616716 0.038575391
"97" "sitting" 1 0.3490591 -0.022003784 -0.15005217 -0.30312548 -0.18962413 0.36551352 0.9433439 -0.24400324 -0.020724365 -0.98064628 0.60411764 0.69618922 -0.16855486 0.011977358 0.086308398 -0.080002637 -0.25330575 0.29460607 -0.068353497 0.023946895 -0.013789422 -0.44827352 -0.12585115 -0.062028465 -0.15539915 0.42745593 0.19241669 -0.13228847 -0.37585535 -0.31584461 -0.14649964 0.303014 -0.14649964 0.303014 -0.3207076 0.080555985 0.24392211 -0.26309341 -0.074857393 -0.29382291 -0.21723827 0.15986671 -0.29537396 -0.33997374 -0.65356635 -0.94124453 -0.1965416 0.014085307 -0.47215737 -0.04367751 -0.81922489 -0.93642477 -0.33639264 0.062868703 -0.12934161 -0.48419664 -0.73928515 -0.91521398 -0.47890119 -0.79151706 0.027940241 -0.36004808 -0.31732022 -0.6080436 0.25140647 0.036180384
"98" "sitting" 1 0.26468173 -0.0085919266 -0.10297373 -0.36323752 -0.12167948 0.32497752 0.94864827 -0.23438221 -0.018602576 -0.98879596 -0.29865324 0.16118014 -0.34398533 0.1807708 0.31833247 -0.16529632 -0.25501999 0.32532187 -0.065824483 0.10470954 0.095624123 -0.50437893 -0.32339306 -0.034253211 -0.25653499 -0.31828038 0.31307491 -0.24309615 -0.54908152 -0.31989225 -0.051590371 0.14203754 -0.051590371 0.14203754 -0.25874225 0.19615034 0.27427564 -0.39797222 -0.097703742 -0.13891795 -0.19953205 0.022032211 -0.32765269 -0.44057116 -0.7201537 -0.88876564 -0.20854438 -0.038311 -0.49079204 -0.1934965 -0.84436411 -0.91147153 -0.39620795 -0.047367101 -0.15892536 -0.53889621 -0.76457897 -0.8958258 -0.563408 -0.84252561 0.14649062 -0.17390894 -0.35948934 -0.64995093 0.24447112 0.034676619
"99" "sitting" 1 0.28431748 -0.027205815 -0.21230304 -0.18344442 -0.1187349 0.3794407 0.9564181 -0.26000305 -0.014160474 -0.98434504 -0.52517125 0.48170764 -0.19076115 -0.15830204 0.2725886 -0.067573384 -0.14344864 0.40998202 0.19160162 -0.075822649 -0.022387581 -0.45595247 -0.015622734 0.17369791 -0.32034437 0.23315486 0.020468126 -0.25207504 -0.24288582 -0.012335659 0.22557248 -0.10539182 0.22557248 -0.10539182 -0.032355812 -0.16490865 0.065365432 -0.17468238 -0.15380917 -0.20968625 -0.13906724 0.11969439 -0.27105874 -0.2015629 -0.69767809 -0.93164312 -0.08786895 -0.0090308483 -0.44351246 -0.12981224 -0.82988188 -0.92193885 -0.26466365 -0.022227644 -0.17687207 -0.51730061 -0.74016105 -0.88236316 -0.76543798 -0.9587629 -0.27826454 -0.61374585 -0.58324818 -0.83662017 0.26056458 0.031442044
"100" "sitting" 1 0.22172674 -0.02437697 -0.075076407 -0.11171737 -0.20833777 0.39502721 0.95149993 -0.26356251 -0.039357122 -0.96013205 -0.15114262 -0.36113443 0.33935755 0.42578254 0.63417347 0.015954634 -0.27216433 0.42678222 0.021483425 0.064451419 0.07278229 -0.48266333 0.014103695 0.14176401 -0.1352012 0.039407764 0.22243 -0.278203 -0.23522235 -0.00037654422 0.20584455 -0.10126394 0.20584455 -0.10126394 0.04482375 -0.15197104 0.028677683 -0.012794168 -0.067599187 -0.24872067 -0.042235154 0.019272438 -0.28011376 -0.14057312 -0.70309059 -0.88933054 -0.00058659491 -0.084717971 -0.43688721 -0.058146296 -0.853502 -0.92178986 -0.44597323 -0.13739699 -0.16882706 -0.4977263 -0.77296548 -0.87448291 -0.56522388 -0.84410809 -0.36529764 -0.71512189 0.10079455 -0.12280219 0.26332065 0.048844258
